x,y,z
-9.930136612989092e-17,-0.050000000000000634,0.4857142857142849
0.013377926422395476,-0.03134917247271903,0.5009362369284767
0.02675585287409148,-0.012854769877081238,0.5160239947080454
0.040133779498546365,0.005483370868239138,0.5309775884588301
0.05351170665961818,0.023665403249227585,0.5457970438828831
0.06688963503855554,0.04169147231624069,0.560482383502991
0.08026756572190685,0.059561715810256204,0.5750336271693572
0.09364550028054243,0.07727626525612367,0.5894507925487439
0.10702344083998269,0.09483524702327523,0.6037338955963877
0.12040139014222354,0.11223878335435293,0.6178829510109877
0.13377935159924967,0.1294869933622079,0.6318979726730701
0.14715732933842454,0.14657999399572139,0.6457789740670288
0.1605353282399435,0.16351790097489763,0.6595259686871345
0.17391335396653743,0.18030082969567343,0.673138970427813
0.18729141298560995,0.196928896104889,0.6866179939584792
0.20066951258399174,0.21340221754586014,0.6999630550832217
0.21404766087549382,0.22972091357498797,0.7131741710856185
0.2274258668014399,0.2458851067498457,0.7262513610589788
0.2408041401243557,0.26189492338916903,0.7391946462222843
0.25418249141499394,0.2777504943051858,0.7520040502221141
0.2675609320328692,0.29345195550870656,0.764679599420836
0.2809394741004787,0.30899944888740527,0.7772213231713305
0.29431813047138106,0.32439312285770777,0.7896292540785294
0.30769691469230404,0.3396331329907088,0.8019034282480365
0.3210758409594529,0.35471964261253436,0.8140438855221002
0.3344549240691873,0.36965282337956074,0.8260506697032034
0.347834179363233,0.38443285582890263,0.8379238287655368
0.36121362266859636,0.39905992990457845,0.849663415054616
0.37459327023234334,0.4135342454597569,0.8612694854753031
0.38797313865140837,0.42785601273548773,0.8727421016684883
0.4013532447975944,0.4420254528163188,0.8840813301766913
0.4147336057379204,0.45604279806319176,0.8952872425988255
0.428114238650482,0.4699082925240171,0.9063599157343879
0.4414951607359748,0.4836221923223138,0.9172994317173111
0.4548763891250422,0.49718476602430867,0.9281058781397318
0.46825794078159894,0.5105962949848765,0.9387793481659127
0.48163983240228375,0.5238570736727087,0.9493199406365638
0.4950220803121925,0.5369674099750883,0.9597277601637983
0.508404700357044,0.5499276254826515,0.9700029172169622
0.5217877077919224,0.5627380557545096,0.9801455281995665
0.53517111716675,0.5753990505641066,0.9901557155175642
0.548554942208628,0.5879109741261783,1.0000336076391887
0.5619391957011981,0.6002742053051852,1.0097793391465881
0.5753238893611613,0.61248913780558,1.0193930507794826
0.5887090337120983,0.6245561803442722,1.0288748894710584
0.6020946379557318,0.6364757568056525,1.0382250083763265
0.615480709840766,0.6482483063795261,1.047443566893162
0.6288672555294468,0.6598742836823186,1.0565307306762366
0.6422542794619698,0.6713541588618953,1.0654866716440596
0.6556417842188801,0.6826884176863496,1.0743115679793398
0.6690297703815863,0.6938775616171039,1.083005604122874
0.6824182363911299,0.7049221078666625,1.091568970761166
0.6958071784053342,0.7158225894413642,1.1000018648079941
0.7091965901544609,0.7265795551694626,1.1083044893801017
0.7225864627955069,0.7371935697148784,1.1164770537672424
0.7359767847652594,0.747665213576947,1.124519773396748
0.7493675416322417,0.7579950830764992,1.132432869792835
0.762758715947664,0.7681837903285919,1.1402165705308294
0.7761502870955087,0.7782319632022239,1.1478711091865028
0.7895422311418634,0.7881402452673463,1.1553967252807107
0.8029345206836251,0.797909295729497,1.1627936642195156
0.8163271246966899,0.8075397893523659,1.1700621772299749
0.8297200083837436,0.8170324163686096,1.1772025212917818
0.84311313302177,0.8263878823792242,1.1842149590649302
0.8565064558093874,0.8356069082417825,1.1910997588135845
0.869899929714124,0.8446902299478424,1.1978571943263214
0.8832935033197452,0.8536385984898275,1.204487544832928
0.8966871206737386,0.8624527797176814,1.2109910949179061
0.9100807211350641,0.8711335541855875,1.2173681344308713
0.9234742392222766,0.8796817169890552,1.2236189583939918
0.9368676044621216,0.8880980775926579,1.2297438669066383
0.9502607412387118,0.896383459648715,1.235743165047409
0.9636535686433811,0.9045387008072036,1.2416171627736794
0.9770460003253173,0.9125646525171774,1.2473661748188265
0.9904379443430747,0.9204621798199837,1.2529905205873004
1.003829303017059,0.9282321611345475,1.2584905240476743
1.0172199727830848,0.9358754880350016,1.2638665136238294
1.0306098440470948,0.9433930650209315,1.2691188220844183
1.0439988010411378,0.950785809280513,1.2742477864307542
1.057386721680696,0.9580546504467975,1.2792537477832602
1.0707734774234452,0.965200530347419,1.2841370512666237
1.0841589331295507,0.9722244027479804,1.288898045893792
1.097542946923566,0.9791272330893765,1.2935370844489347
1.1109253700580402,0.9859099982193147,1.2980545233695193
1.1243060467789006,0.9925736861182766,1.302450722627618
1.1376848141927078,0.999119295620188,1.306726045610576
1.1510615021358521,1.0055478361280252,1.3108808590011678
1.1644359330457807,1.0118603273246187,1.3149155326573618
1.1778079218343285,1.0180577988788897,1.3188304394918182
1.1911772757632306,1.0241412901477567,1.3226259553512316
1.2045437943218933,1.0301118498739597,1.3263024588956356
1.2179072691074952,1.0359705358800204,1.3298603314777875
1.2312674837074953,1.0417184147585876,1.3332999570227393
1.244624213584615,1.0473565615593816,1.336621721907703
1.2579772259643636,1.0528860594729754,1.3398260148423224
1.2713262797251796,1.0583079995116247,1.3429132267494455
1.2846711252912544,1.0636234801873814,1.3458837506465118
1.2980115045280944,1.068833607187694,1.3487379815276412
1.3113471506409022,1.0739394930487218,1.351476316246531
1.3246777880758243,1.0789422568265699,1.3540991534002496
1.338003132424135,1.0838430237666525,1.356606893214025
1.3513228903294112,1.088642924971403,1.358999937427112
1.3646367593977626,1.0933430970665179,1.3612786891798283
1.3779444281111684,1.0979446818659526,1.363443552901849
1.391245575743975,1.10244882603586,1.3654949342018343
1.4045398722826188,1.1068566807576665,1.3674332397584805
1.4178269783486124,1.1111694013904871,1.369258877213062
1.4311065451248564,1.1153881471330616,1.3709722550635528
1.444378214285321,1.119514080685405,1.3725737825603908
1.4576416179281477,1.1235483679103582,1.3740638696039607
1.4708963785122173,1.1274921774952182,1.375442926643868
1.4841421087972304,1.1313466806136294,1.3767113645800595
1.4973784117873412,1.1351130505879186,1.3778695946658746
1.5106048806783925,1.138792462552033,1.378918028413063
1.5238210988087875,1.1423860931152765,1.379857077498858
1.5370266396140433,1.1458951200269918,1.380687153675136
1.5502210665850593,1.1493207218423651,1.3814086686797362
1.5634039332301382,1.1526640775895156,1.3820220341499847
1.576574783040802,1.1559263664380346,1.3825276615384772
1.589733149461427,1.1591087673691236,1.3829259620311658
1.602878555862732,1.162212458847493,1.3832173464677946
1.6160105155191606,1.165238618495177,1.383402225264735
1.6291285315901725,1.1681884227674075,1.3834810083402538
1.642232097105484,1.1710630466307,1.383454105042255
1.6553206949542796,1.1738636632432937,1.3833219240785384
1.6683937978784171,1.1765914436380909,1.3830848734495982
1.681450868469655,1.1792475564082294,1.3827433603840023
1.6944913591709256,1.1818331673954308,1.3822977912763807
1.707514712281666,1.1843494393812541,1.3817485716280449
1.7205203599672403,1.18679753178139,1.3810961059902709
1.7335077242724544,1.1891786003431168,1.3803407979102613
1.7464762171391988,1.191493796846054,1.3794830498798143
1.7594252404282178,1.1937442688063302,1.3785232632867106
1.7723541859450291,1.1959311591842818,1.377461838368836
1.785262435470005,1.1980556060958139,1.3762991741710593
1.7981493607926198,1.2001187425275202,1.3750356685048668
1.8110143237498826,1.2021216960556917,1.3736717179107674
1.823856676268957,1.204065588569309,1.372207717623474
1.8366757604139736,1.2059515359971342,1.370644061539869
1.8494709084370464,1.2077806480390052,1.3689811421897449
1.8622414428334924,1.209554027901427,1.3672193507093353
1.8749866764012562,1.2112727720375684,1.365359076817615
1.8877059123045474,1.2129379698917562,1.3634007087953852
1.9003984441416775,1.214550703648552,1.3613446334671122
1.9130635560171068,1.2161120479865186,1.3591912361855327
1.9257005226176929,1.2176230698367474,1.3569409008189983
1.9383086092931368,1.2190848281462432,1.3545940097415512
1.9508870721406169,1.2204983736462425,1.3521509438257109
1.9634351580936094,1.2218647486255452,1.3496120824379578
1.975952105014879,1.2231849867089444,1.346977803436887
1.988437141793639,1.224460112640816,1.3442484831740096
2.000889488446857,1.2256911420739474,1.3414244964971798
